	指标	地区	年	数据	行业	行业指标
375	建筑业私营企业和个体就业人员	吉林省	2013	32.4528	建筑业	人员
376	建筑业私营企业和个体就业人员	吉林省	2012	20.9962	建筑业	人员
377	建筑业私营企业和个体就业人员	吉林省	2011	30.3339	建筑业	人员
378	建筑业私营企业和个体就业人员	吉林省	2010	28.6744	建筑业	人员
379	建筑业私营企业和个体就业人员	吉林省	2009	7.8762	建筑业	人员
380	建筑业私营企业和个体就业人员	黑龙江省	2018		建筑业	人员
381	建筑业私营企业和个体就业人员	黑龙江省	2017	7.3004	建筑业	人员
382	建筑业私营企业和个体就业人员	黑龙江省	2016	5.8904	建筑业	人员
383	建筑业私营企业和个体就业人员	黑龙江省	2015	4.5899	建筑业	人员
384	建筑业私营企业和个体就业人员	黑龙江省	2014	15.0986	建筑业	人员
385	建筑业私营企业和个体就业人员	黑龙江省	2013	18.4303	建筑业	人员
386	建筑业私营企业和个体就业人员	黑龙江省	2012	16.312	建筑业	人员
387	建筑业私营企业和个体就业人员	黑龙江省	2011	14.2676	建筑业	人员
388	建筑业私营企业和个体就业人员	黑龙江省	2010	11.3713	建筑业	人员
389	建筑业私营企业和个体就业人员	黑龙江省	2009	10.9538	建筑业	人员
390	建筑业私营企业和个体就业人员	上海市	2018		建筑业	人员
391	建筑业私营企业和个体就业人员	上海市	2017	87.6842	建筑业	人员
392	建筑业私营企业和个体就业人员	上海市	2016	76.9764	建筑业	人员
393	建筑业私营企业和个体就业人员	上海市	2015	70.699	建筑业	人员
394	建筑业私营企业和个体就业人员	上海市	2014	63.0592	建筑业	人员
395	建筑业私营企业和个体就业人员	上海市	2013	54.3907	建筑业	人员
396	建筑业私营企业和个体就业人员	上海市	2012	50.3409	建筑业	人员
397	建筑业私营企业和个体就业人员	上海市	2011	47.3255	建筑业	人员
398	建筑业私营企业和个体就业人员	上海市	2010	45.0773	建筑业	人员
399	建筑业私营企业和个体就业人员	上海市	2009	41.7906	建筑业	人员
400	建筑业私营企业和个体就业人员	江苏省	2018		建筑业	人员
401	建筑业私营企业和个体就业人员	江苏省	2017	295.1608	建筑业	人员
402	建筑业私营企业和个体就业人员	江苏省	2016	274.813	建筑业	人员
403	建筑业私营企业和个体就业人员	江苏省	2015	268.7759	建筑业	人员
404	建筑业私营企业和个体就业人员	江苏省	2014	257.5768	建筑业	人员
405	建筑业私营企业和个体就业人员	江苏省	2013	241.1234	建筑业	人员
406	建筑业私营企业和个体就业人员	江苏省	2012	185.6296	建筑业	人员
407	建筑业私营企业和个体就业人员	江苏省	2011	171.05700000000002	建筑业	人员
408	建筑业私营企业和个体就业人员	江苏省	2010	175.8106	建筑业	人员
409	建筑业私营企业和个体就业人员	江苏省	2009	165.9239	建筑业	人员
410	建筑业私营企业和个体就业人员	浙江省	2018		建筑业	人员
411	建筑业私营企业和个体就业人员	浙江省	2017	126.8497	建筑业	人员
412	建筑业私营企业和个体就业人员	浙江省	2016	131.2658	建筑业	人员
413	建筑业私营企业和个体就业人员	浙江省	2015	127.2886	建筑业	人员
414	建筑业私营企业和个体就业人员	浙江省	2014	71.7439	建筑业	人员
415	建筑业私营企业和个体就业人员	浙江省	2013	65.3396	建筑业	人员
416	建筑业私营企业和个体就业人员	浙江省	2012	58.8296	建筑业	人员
417	建筑业私营企业和个体就业人员	浙江省	2011	56.4176	建筑业	人员
418	建筑业私营企业和个体就业人员	浙江省	2010	53.4774	建筑业	人员
419	建筑业私营企业和个体就业人员	浙江省	2009	49.6627	建筑业	人员
420	建筑业私营企业和个体就业人员	安徽省	2018		建筑业	人员
421	建筑业私营企业和个体就业人员	安徽省	2017	57.9187	建筑业	人员
422	建筑业私营企业和个体就业人员	安徽省	2016	47.4622	建筑业	人员
423	建筑业私营企业和个体就业人员	安徽省	2015	40.171	建筑业	人员
424	建筑业私营企业和个体就业人员	安徽省	2014	35.5056	建筑业	人员
425	建筑业私营企业和个体就业人员	安徽省	2013	31.1103	建筑业	人员
426	建筑业私营企业和个体就业人员	安徽省	2012	26.5547	建筑业	人员
427	建筑业私营企业和个体就业人员	安徽省	2011	21.3225	建筑业	人员
428	建筑业私营企业和个体就业人员	安徽省	2010	18.7314	建筑业	人员
429	建筑业私营企业和个体就业人员	安徽省	2009	14.2601	建筑业	人员
430	建筑业私营企业和个体就业人员	福建省	2018		建筑业	人员
431	建筑业私营企业和个体就业人员	福建省	2017	58.4674	建筑业	人员
432	建筑业私营企业和个体就业人员	福建省	2016	47.2128	建筑业	人员
433	建筑业私营企业和个体就业人员	福建省	2015	34.2472	建筑业	人员
434	建筑业私营企业和个体就业人员	福建省	2014	28.6554	建筑业	人员
435	建筑业私营企业和个体就业人员	福建省	2013	24.8098	建筑业	人员
436	建筑业私营企业和个体就业人员	福建省	2012	19.8508	建筑业	人员
437	建筑业私营企业和个体就业人员	福建省	2011	16.7033	建筑业	人员
438	建筑业私营企业和个体就业人员	福建省	2010	12.765	建筑业	人员
439	建筑业私营企业和个体就业人员	福建省	2009	11.0838	建筑业	人员
440	建筑业私营企业和个体就业人员	江西省	2018		建筑业	人员
441	建筑业私营企业和个体就业人员	江西省	2017	36.5864	建筑业	人员
442	建筑业私营企业和个体就业人员	江西省	2016	32.0319	建筑业	人员
443	建筑业私营企业和个体就业人员	江西省	2015	28.91	建筑业	人员
444	建筑业私营企业和个体就业人员	江西省	2014	25.1286	建筑业	人员
445	建筑业私营企业和个体就业人员	江西省	2013	18.951	建筑业	人员
446	建筑业私营企业和个体就业人员	江西省	2012	12.5879	建筑业	人员
447	建筑业私营企业和个体就业人员	江西省	2011	11.8402	建筑业	人员
448	建筑业私营企业和个体就业人员	江西省	2010	8.3752	建筑业	人员
449	建筑业私营企业和个体就业人员	江西省	2009	8.5167	建筑业	人员
450	建筑业私营企业和个体就业人员	山东省	2018		建筑业	人员
451	建筑业私营企业和个体就业人员	山东省	2017	124.6865	建筑业	人员
452	建筑业私营企业和个体就业人员	山东省	2016	96.948	建筑业	人员
453	建筑业私营企业和个体就业人员	山东省	2015	82.8401	建筑业	人员
454	建筑业私营企业和个体就业人员	山东省	2014	72.9452	建筑业	人员
455	建筑业私营企业和个体就业人员	山东省	2013	61.5166	建筑业	人员
456	建筑业私营企业和个体就业人员	山东省	2012	58.3523	建筑业	人员
457	建筑业私营企业和个体就业人员	山东省	2011	55.4415	建筑业	人员
458	建筑业私营企业和个体就业人员	山东省	2010	47.8718	建筑业	人员
459	建筑业私营企业和个体就业人员	山东省	2009	43.3834	建筑业	人员
460	建筑业私营企业和个体就业人员	河南省	2018		建筑业	人员
461	建筑业私营企业和个体就业人员	河南省	2017	52.7132	建筑业	人员
462	建筑业私营企业和个体就业人员	河南省	2016	41.5315	建筑业	人员
463	建筑业私营企业和个体就业人员	河南省	2015	34.6787	建筑业	人员
464	建筑业私营企业和个体就业人员	河南省	2014	31.0501	建筑业	人员
465	建筑业私营企业和个体就业人员	河南省	2013	24.9308	建筑业	人员
466	建筑业私营企业和个体就业人员	河南省	2012	23.6315	建筑业	人员
467	建筑业私营企业和个体就业人员	河南省	2011	20.6841	建筑业	人员
468	建筑业私营企业和个体就业人员	河南省	2010	18.863	建筑业	人员
469	建筑业私营企业和个体就业人员	河南省	2009	15.8549	建筑业	人员
470	建筑业私营企业和个体就业人员	湖北省	2018		建筑业	人员
471	建筑业私营企业和个体就业人员	湖北省	2017	65.7828	建筑业	人员
472	建筑业私营企业和个体就业人员	湖北省	2016	59.4049	建筑业	人员
473	建筑业私营企业和个体就业人员	湖北省	2015	50.1632	建筑业	人员
474	建筑业私营企业和个体就业人员	湖北省	2014	43.1607	建筑业	人员
475	建筑业私营企业和个体就业人员	湖北省	2013	32.041	建筑业	人员
476	建筑业私营企业和个体就业人员	湖北省	2012	31.0173	建筑业	人员
477	建筑业私营企业和个体就业人员	湖北省	2011	25.4717	建筑业	人员
478	建筑业私营企业和个体就业人员	湖北省	2010	22.8299	建筑业	人员
479	建筑业私营企业和个体就业人员	湖北省	2009	21.5168	建筑业	人员
480	建筑业私营企业和个体就业人员	湖南省	2018		建筑业	人员
481	建筑业私营企业和个体就业人员	湖南省	2017	21.3415	建筑业	人员
482	建筑业私营企业和个体就业人员	湖南省	2016	14.7898	建筑业	人员
483	建筑业私营企业和个体就业人员	湖南省	2015	41.8531	建筑业	人员
484	建筑业私营企业和个体就业人员	湖南省	2014	32.0107	建筑业	人员
485	建筑业私营企业和个体就业人员	湖南省	2013	22.9177	建筑业	人员
486	建筑业私营企业和个体就业人员	湖南省	2012	19.1654	建筑业	人员
487	建筑业私营企业和个体就业人员	湖南省	2011	16.662	建筑业	人员
488	建筑业私营企业和个体就业人员	湖南省	2010	14.7785	建筑业	人员
489	建筑业私营企业和个体就业人员	湖南省	2009	12.2994	建筑业	人员
490	建筑业私营企业和个体就业人员	广东省	2018		建筑业	人员
491	建筑业私营企业和个体就业人员	广东省	2017	115.3113	建筑业	人员
492	建筑业私营企业和个体就业人员	广东省	2016	93.1039	建筑业	人员
493	建筑业私营企业和个体就业人员	广东省	2015	73.1136	建筑业	人员
494	建筑业私营企业和个体就业人员	广东省	2014	59.0166	建筑业	人员
495	建筑业私营企业和个体就业人员	广东省	2013	48.4416	建筑业	人员
496	建筑业私营企业和个体就业人员	广东省	2012	44.9353	建筑业	人员
497	建筑业私营企业和个体就业人员	广东省	2011	39.9337	建筑业	人员
498	建筑业私营企业和个体就业人员	广东省	2010	34.9557	建筑业	人员
499	建筑业私营企业和个体就业人员	广东省	2009	32.2268	建筑业	人员
500	建筑业私营企业和个体就业人员	广西壮族自治区	2018		建筑业	人员
501	建筑业私营企业和个体就业人员	广西壮族自治区	2017	23.9105	建筑业	人员
502	建筑业私营企业和个体就业人员	广西壮族自治区	2016	19.1036	建筑业	人员
503	建筑业私营企业和个体就业人员	广西壮族自治区	2015	15.9289	建筑业	人员
504	建筑业私营企业和个体就业人员	广西壮族自治区	2014	12.1525	建筑业	人员
505	建筑业私营企业和个体就业人员	广西壮族自治区	2013	9.6551	建筑业	人员
506	建筑业私营企业和个体就业人员	广西壮族自治区	2012	9.0126	建筑业	人员
507	建筑业私营企业和个体就业人员	广西壮族自治区	2011	8.1211	建筑业	人员
508	建筑业私营企业和个体就业人员	广西壮族自治区	2010	7.093	建筑业	人员
509	建筑业私营企业和个体就业人员	广西壮族自治区	2009	7.5255	建筑业	人员
510	建筑业私营企业和个体就业人员	海南省	2018		建筑业	人员
511	建筑业私营企业和个体就业人员	海南省	2017	14.6678	建筑业	人员
